# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  712       2.546125646318e-10       4.762546756919e-12      -1.479792935642e-11       1.116231261275e-14       2.162402889729e-14       5.328560622177e-15      -6.274758237668e-16 
  713       2.554461130246e-10       4.744033152698e-12      -1.494705712981e-11       1.117400016636e-14       2.151239616638e-14       5.337788101763e-15      -6.245736362543e-16 
  714       2.562948281094e-10       4.724858436442e-12      -1.509280713878e-11       1.118583493876e-14       2.140148823668e-14       5.346761534958e-15      -6.216012308148e-16 
  715       2.571582590939e-10       4.705032917600e-12      -1.523512556053e-11       1.119781646897e-14       2.129130072694e-14       5.355477293519e-15      -6.185604329879e-16 
  716       2.580359491743e-10       4.684567060508e-12      -1.537395824073e-11       1.120994427840e-14       2.118182911631e-14       5.363931726487e-15      -6.154530926343e-16 
  717       2.589274355134e-10       4.663471484963e-12      -1.550925069269e-11       1.122221787076e-14       2.107306874372e-14       5.372121160131e-15      -6.122810840248e-16 
  718       2.598322492185e-10       4.641756966810e-12      -1.564094809650e-11       1.123463673195e-14       2.096501480729e-14       5.380041897886e-15      -6.090463059289e-16 
  719       2.607499153189e-10       4.619434438521e-12      -1.576899529826e-11       1.124720033005e-14       2.085766236369e-14       5.387690220294e-15      -6.057506817037e-16 
  720       2.616799527444e-10       4.596514989781e-12      -1.589333680921e-11       1.125990811515e-14       2.075100632752e-14       5.395062384945e-15      -6.023961593824e-16 
  721       2.626218743028e-10       4.573009868064e-12      -1.601391680492e-11       1.127275951936e-14       2.064504147072e-14       5.402154626418e-15      -5.989847117631e-16 
  722       2.635751866579e-10       4.548930479220e-12      -1.613067912445e-11       1.128575395666e-14       2.053976242190e-14       5.408963156222e-15      -5.955183364978e-16 
  723       2.645393903074e-10       4.524288388054e-12      -1.624356726955e-11       1.129889082288e-14       2.043516366576e-14       5.415484162732e-15      -5.919990561807e-16 
  724       2.655139795609e-10       4.499095318910e-12      -1.635252440383e-11       1.131216949558e-14       2.033123954246e-14       5.421713811139e-15      -5.884289184372e-16 
  725       2.664984425177e-10       4.473363156250e-12      -1.645749335189e-11       1.132558933397e-14       2.022798424699e-14       5.427648243379e-15      -5.848099960129e-16 
  726       2.674922610446e-10       4.447103945240e-12      -1.655841659856e-11       1.133914967885e-14       2.012539182857e-14       5.433283578085e-15      -5.811443868616e-16 
  727       2.684949107540e-10       4.420329892328e-12      -1.665523628802e-11       1.135284985255e-14       2.002345619003e-14       5.438615910519e-15      -5.774342142348e-16 
  728       2.695058609818e-10       4.393053365828e-12      -1.674789422302e-11       1.136668915879e-14       1.992217108715e-14       5.443641312516e-15      -5.736816267701e-16 
  729       2.705245747652e-10       4.365286896502e-12      -1.683633186400e-11       1.138066688266e-14       1.982153012811e-14       5.448355832427e-15      -5.698887985798e-16 
  730       2.715505088206e-10       4.337043178139e-12      -1.692049032831e-11       1.139478229050e-14       1.972152677281e-14       5.452755495054e-15      -5.660579293399e-16 
  731       2.725831135215e-10       4.308335068141e-12      -1.700031038937e-11       1.140903462987e-14       1.962215433228e-14       5.456836301596e-15      -5.621912443788e-16 
  732       2.736218328765e-10       4.279175588105e-12      -1.707573247582e-11       1.142342312940e-14       1.952340596805e-14       5.460594229585e-15      -5.582909947660e-16 
  733       2.746661045070e-10       4.249577924399e-12      -1.714669667075e-11       1.143794699878e-14       1.942527469156e-14       5.464025232832e-15      -5.543594574006e-16 
  734       2.757153596255e-10       4.219555428751e-12      -1.721314271082e-11       1.145260542864e-14       1.932775336348e-14       5.467125241362e-15      -5.503989351004e-16 
  735       2.767690230131e-10       4.189121618827e-12      -1.727500998543e-11       1.146739759048e-14       1.923083469315e-14       5.469890161359e-15      -5.464117566906e-16 
  736       2.778265129975e-10       4.158290178813e-12      -1.733223753596e-11       1.148232263660e-14       1.913451123794e-14       5.472315875103e-15      -5.424002770922e-16 
  737       2.788872414310e-10       4.127074959998e-12      -1.738476405488e-11       1.149737970001e-14       1.903877540261e-14       5.474398240914e-15      -5.383668774112e-16 
  738       2.799506136684e-10       4.095489981357e-12      -1.743252788493e-11       1.151256789436e-14       1.894361943872e-14       5.476133093091e-15      -5.343139650270e-16 
  739       2.810160596684e-10       4.063549318824e-12      -1.747547907341e-11       1.152788601201e-14       1.884903647140e-14       5.477516937397e-15      -5.302435516082e-16 
  740       2.820831280168e-10       4.031266769550e-12      -1.751361579761e-11       1.154333161193e-14       1.875502360305e-14       5.478549052690e-15      -5.261559778434e-16 
  741       2.831513937152e-10       3.998656182170e-12      -1.754694865662e-11       1.155890191364e-14       1.866157886969e-14       5.479229430657e-15      -5.220511637162e-16 
  742       2.842204272106e-10       3.965731568071e-12      -1.757548868326e-11       1.157459409728e-14       1.856870021869e-14       5.479558084118e-15      -5.179290282941e-16 
  743       2.852897943797e-10       3.932507101942e-12      -1.759924734584e-11       1.159040530347e-14       1.847638550839e-14       5.479535047117e-15      -5.137894897248e-16 
  744       2.863590565141e-10       3.898997122340e-12      -1.761823655001e-11       1.160633263317e-14       1.838463250768e-14       5.479160375018e-15      -5.096324652323e-16 
  745       2.874277703046e-10       3.865216132237e-12      -1.763246864058e-11       1.162237314750e-14       1.829343889564e-14       5.478434144597e-15      -5.054578711129e-16 
  746       2.884954878262e-10       3.831178799589e-12      -1.764195640330e-11       1.163852386765e-14       1.820280226115e-14       5.477356454138e-15      -5.012656227317e-16 
  747       2.895617565227e-10       3.796899957885e-12      -1.764671306675e-11       1.165478177467e-14       1.811272010246e-14       5.475927423520e-15      -4.970556345180e-16 
  748       2.906261191915e-10       3.762394606707e-12      -1.764675230409e-11       1.167114380940e-14       1.802318982682e-14       5.474147194318e-15      -4.928278199622e-16 
  749       2.916881139684e-10       3.727677912288e-12      -1.764208823492e-11       1.168760687225e-14       1.793420875009e-14       5.472015929889e-15      -4.885820916115e-16 
  750       2.927472743120e-10       3.692765208072e-12      -1.763273542707e-11       1.170416782311e-14       1.784577409633e-14       5.469533815471e-15      -4.843183610662e-16 
  751       2.938031289891e-10       3.657671995264e-12      -1.761870889847e-11       1.172082348117e-14       1.775788299741e-14       5.466701058273e-15      -4.800365389755e-16 
  752       2.948552020586e-10       3.622413943396e-12      -1.760002411890e-11       1.173757062480e-14       1.767053249264e-14       5.463517887569e-15      -4.757365350340e-16 
  753       2.959030128568e-10       3.587006890879e-12      -1.757669701187e-11       1.175440599138e-14       1.758371952835e-14       5.459984554792e-15      -4.714182579778e-16 
  754       2.969460759820e-10       3.551466845564e-12      -1.754874395640e-11       1.177132627717e-14       1.749744095749e-14       5.456101333625e-15      -4.670816155802e-16 
  755       2.979839012792e-10       3.515809985294e-12      -1.751618178885e-11       1.178832813718e-14       1.741169353926e-14       5.451868520099e-15      -4.627265146483e-16 
  756       2.990159938248e-10       3.480052658469e-12      -1.747902780476e-11       1.180540818498e-14       1.732647393870e-14       5.447286432680e-15      -4.583528610190e-16 
  757       3.000418539115e-10       3.444211384599e-12      -1.743729976064e-11       1.182256299260e-14       1.724177872632e-14       5.442355412366e-15      -4.539605595548e-16 
  758       3.010609770327e-10       3.408302854859e-12      -1.739101587580e-11       1.183978909036e-14       1.715760437767e-14       5.437075822781e-15      -4.495495141405e-16 
  759       3.020728538675e-10       3.372343932654e-12      -1.734019483416e-11       1.185708296674e-14       1.707394727297e-14       5.431448050267e-15      -4.451196276788e-16 
  760       3.030769702655e-10       3.336351654169e-12      -1.728485578611e-11       1.187444106821e-14       1.699080369671e-14       5.425472503974e-15      -4.406708020867e-16 
  761       3.040728072313e-10       3.300343228931e-12      -1.722501835027e-11       1.189185979911e-14       1.690816983725e-14       5.419149615960e-15      -4.362029382913e-16 
  762       3.050598409092e-10       3.264336040364e-12      -1.716070261535e-11       1.190933552148e-14       1.682604178645e-14       5.412479841278e-15      -4.317159362266e-16 
  763       3.060375425684e-10       3.228347646349e-12      -1.709192914195e-11       1.192686455497e-14       1.674441553925e-14       5.405463658074e-15      -4.272096948289e-16 
  764       3.070053785870e-10       3.192395779778e-12      -1.701871896439e-11       1.194444317661e-14       1.666328699327e-14       5.398101567676e-15      -4.226841120332e-16 
  765       3.079628104374e-10       3.156498349117e-12      -1.694109359253e-11       1.196206762073e-14       1.658265194846e-14       5.390394094691e-15      -4.181390847695e-16 
  766       3.089092946708e-10       3.120673438955e-12      -1.685907501358e-11       1.197973407879e-14       1.650250610665e-14       5.382341787096e-15      -4.135745089584e-16 
  767       3.098442829016e-10       3.084939310571e-12      -1.677268569393e-11       1.199743869924e-14       1.642284507121e-14       5.373945216330e-15      -4.089902795081e-16 
  768       3.107672217927e-10       3.049314402485e-12      -1.668194858095e-11       1.201517758737e-14       1.634366434662e-14       5.365204977393e-15      -4.043862903095e-16 
  769       3.116775530398e-10       3.013817331018e-12      -1.658688710482e-11       1.203294680518e-14       1.626495933807e-14       5.356121688932e-15      -3.997624342331e-16 
  770       3.125747133565e-10       2.978466890847e-12      -1.648752518038e-11       1.205074237120e-14       1.618672535110e-14       5.346695993339e-15      -3.951186031247e-16 
  771       3.134581344584e-10       2.943282055567e-12      -1.638388720889e-11       1.206856026039e-14       1.610895759120e-14       5.336928556842e-15      -3.904546878018e-16 
  772       3.143272430487e-10       2.908281978245e-12      -1.627599807990e-11       1.208639640396e-14       1.603165116337e-14       5.326820069600e-15      -3.857705780493e-16 
  773       3.151814608023e-10       2.873485991978e-12      -1.616388317303e-11       1.210424668925e-14       1.595480107179e-14       5.316371245794e-15      -3.810661626162e-16 
  774       3.160202043507e-10       2.838913610450e-12      -1.604756835982e-11       1.212210695954e-14       1.587840221939e-14       5.305582823723e-15      -3.763413292113e-16 
  775       3.168428852668e-10       2.804584528493e-12      -1.592708000555e-11       1.213997301397e-14       1.580244940746e-14       5.294455565895e-15      -3.715959644993e-16 
  776       3.176489100495e-10       2.770518622640e-12      -1.580244497102e-11       1.215784060734e-14       1.572693733526e-14       5.282990259122e-15      -3.668299540973e-16 
  777       3.184376801085e-10       2.736735951683e-12      -1.567369061441e-11       1.217570545001e-14       1.565186059963e-14       5.271187714610e-15      -3.620431825706e-16 
  778       3.192086580466e-10       2.703255079186e-12      -1.554085040049e-11       1.219356336439e-14       1.557721439229e-14       5.259049605318e-15      -3.572356958989e-16 
